Matricula,Nombre_estudiante,Programa_academico,Semestre_del_alumno,Alumnos_Acreditados,Plan_de_estudios,Campus
A04477337,Miki Sell,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A06343169,Erma Gillespie,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03466339,Annalee Savoy,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00538244,Fransisca Archuleta,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A06361331,Patrina Carnahan,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07873690,Ileen Burnett,IDS,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A01856781,Elene Leatherman,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05686751,Isabell Bentley,LED,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01856402,Chaya Kimbrell,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07055643,Lucrecia Marquardt,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02586127,Hiroko Goode,LPE,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A05904865,Aurelia Gagnon,LTM,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04524452,Tessa Whitten,LAD,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A09979652,Roxana Carranza,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A03999180,Ellie Weed,IIS,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A05194189,Tiffani Naylor,LAD,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A05714945,Raphael Mullis,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08876671,Katelin Book,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09792306,Shavonne Buchanan,ICT,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A09630728,Illa Skinner,LAD,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A05420346,Brendon Goldberg,CIS,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A06453779,Elissa Weber,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A00675473,Hien Burke,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04307262,Becky Eck,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04073349,Dorla Clifton-Hoang,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09689332,Tinisha Vue,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02590780,Edris Krug,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08731802,Rosalva Barnett,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05428084,Lucienne Corwin,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03260801,Libbie Cotter-Brookins,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08197937,Kiyoko Bosley,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07504483,Alonso Markham,LTM,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A00157670,Dorinda Alonso,CIS,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A06816118,Jerold Holmes,CIS,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01326408,Kieth Martel,LED,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A06663619,Marita Murdock,LDE,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A02943325,May Mcclain,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04056194,Chantell Towns,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09935005,Jacquetta Wendt,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A03423507,Felicia Rowley,LC,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A00027280,Carry Hutson-Lord,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08591403,Theda Clegg,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03260120,Charissa Mount-Lawhorn,ARQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04150653,Tari Colvin,IIT,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A08676011,Clarita Devlin,LAD,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A09965971,Chas Mercer,IDS,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A04377471,Debbra Wahl,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A06802294,Brett Andrus,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05794128,Jerrold Blackburn,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09419292,Derick Mcclanahan,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07589770,Mozell Darnell,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03662046,Jeraldine Wisniewski,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07519453,Chang Whittaker-Bolton,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A06909082,Alla Fincher,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04319099,Elfrieda Bumgarner,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02648169,Analisa Wren,IC,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A08363905,Oneida Wyman-Noll,CIS,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A03680845,Suzette Gold,IIT,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A02917586,Hue Hollenbeck,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04141961,Rikki Tabor,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09833725,Trina Henson,LAE,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A09131175,Latoya Martel,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05498800,Pat Delarosa,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02456848,Ernest Weis,ICI,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A00029175,Lean Laney,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00631896,Jacques Aguiar,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07870850,Davina Jeffrey,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04745337,Sunday Maclean,ICT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05142272,Jonas Rea,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07928885,Clarence Muller,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A06124808,Gussie Pitre,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08684096,Donnette Pereira,IC,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A08116243,Lenita Schofield,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02364976,Reva Halstead,ICT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08722044,Filiberto Estevez,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04653840,Breanne Halstead,IBQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02590588,Julietta Jack,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07744767,Paige Decker-Estep,IBQ,,Acreditado(a),TEC21,Otro Campus
A06768379,Glynda Snell,NEG,,Acreditado(a),TEC21,Otro Campus
A03166152,Bradford Mancuso,AMC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07689228,Despina Straub,LED,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A03732058,Marva Enos,ESC,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00367111,Fleta Purcell,ARQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A06348507,Judy Michaels,ARQ,Pendiente de Calcular,Acreditado(a),TEC21,Otro Campus
A01786121,Mi Flannery,IBQ,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A06919123,Amiee Mcneill,CIS,,Acreditado(a),TEC21,Otro Campus
A07050338,Athena Arroyo,LED,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A08630780,Loura Way,IIT,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A00637627,Hermila Araujo,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01083206,Harley Winfrey,IBQ,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A07265699,Heath Roney,LDI,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A03429811,Zena Dupuis,ARQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09743078,Garret Click,CIS,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04988332,Luella Spaulding,ARQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08452194,Gena Garber,ARQ,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A03082896,Yoko Hynes,IC,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A02253256,Audria Mckenna,ARQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07617510,Keith Couture,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A00767881,Yen Salerno,LC,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A03943740,Hermila Rowe,IRS,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A05813164,Janell Wilkes,IRS,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A01377652,Mozell Berman,LC,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A01022387,Nerissa Winfield-Fuqua,IBQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04718302,Jeffry Kidwell,IBQ,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00132634,Faustino Fontaine,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04287329,Marybeth Melancon,ICT,,Acreditado(a),TEC21,Otro Campus
A02787410,Herminia Zink,IDS,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A07521010,Kellee Gamboa,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05788078,Sau Hanley,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02319853,Han Elkins,IBQ,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A06881575,Britteny Hobbs,CIS,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02530306,Breanne Hickson,ARQ,Pendiente de Calcular,Acreditado(a),TEC21,Otro Campus
A01362372,Trisha Harter,LDI,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A08272456,Ebonie Connors,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07464417,Una Malcolm,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04766829,Barry Card,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04646708,Casimira Forman,LDI,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A02444405,Carita Kirby,NEG,,Acreditado(a),TEC21,Otro Campus
A01624807,Toccara Harlow,IIT,,Acreditado(a),TEC21,Otro Campus
A07875735,Dominique Lind,IBQ,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A02201754,Flossie Moorman,ARQ,Pendiente de Calcular,Acreditado(a),TEC21,Otro Campus
A08273342,Benedict Huff,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09991590,Necole Fortney,LDI,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A07574744,Pamelia Bales,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07750827,Nidia Alston,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A00232665,Carolee Negrete,IIT,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A05791267,Roni Stafford,IC,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A04483065,Denese Cintron,ARQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01536340,Rubye Keene,LDI,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A00031893,Savannah Toro,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08819556,Dot Wampler,IBQ,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A05650258,Jeri Morrell-Null,LDI,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A02195103,Coletta Eddy,IBQ,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A06295744,Bruna Rigby,IBQ,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A04142838,Magnolia Lowe,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03889387,Dudley Scoggins,AMC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02776145,Blanca Pippin,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04951383,Cammie Forest,IBQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A06670449,Murray Elder,LAD,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A04809289,Donte Findley,IBQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02421937,Eunice Doll,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03026408,Maximina Meeker,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05512726,Giuseppina Sacco,LC,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05350463,Elisa Crow,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05166571,Karin Jasper,LAD,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05937816,Davis Vance,LAD,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A04699487,Susanna Baer,IDS,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A01259152,Tammie Tanaka,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A00396008,Annis Prosser,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08024530,Ela Southern,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09629873,Wendi Schenk,AMC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09634112,Ebony Erickson,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05153346,Fran Peebles,NEG,,Acreditado(a),TEC21,Otro Campus
A04210507,Bee Speer,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A06683840,Adolph Gaylord,LDI,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04668232,Carlotta Seaman,ARQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04347185,Annmarie Pippin,LC,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A05672975,Dovie Mercier,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07431560,Eliana Burchfield,IBQ,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A01460572,Anette Lima,ARQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09105807,Angelia Fulkerson,LDI,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A06224731,Pasty Cruz,IBQ,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A06132673,Bruce Silvers,LDI,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08543123,Tambra Bethel,LAD,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A09824841,Wan Anders,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05555009,Theresa Rankin,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01393485,Melony Hershberger,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A00897909,Jackqueline Norris,CIS,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07500558,Lea Jarrell,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03487920,Wendi Gladney,LTM,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01526041,Dorothea Easter,IDS,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A03939149,Setsuko Lancaster,IMT,Cuarto Semestre,Acreditado(a),TEC21,Otro Campus
A09279008,Magdalene Odell,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00115028,Caren Tejeda,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02366017,Olinda Shorter,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A06469714,Waneta Artis,ARQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03324100,Merrie Trudeau,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07803920,Rodney Traylor,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04446512,Buford Mckeever,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02630546,Kristy Whatley,AMC,,Acreditado(a),TEC21,Otro Campus
A05629497,Lan Slagle,NEG,,Acreditado(a),TEC21,Otro Campus
A09574758,Marybeth Santiago,LAD,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A03480238,Micheline Corrigan,AMC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01791302,Moshe Roche-Needham,LAD,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A04620103,Dale Cochrane,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07724061,Marylou Wilt,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01755409,Markita Abreu,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04015711,Errol Donnell,IIT,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A04465350,Janise Templeton,IBQ,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05624993,So Ryder,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A00476851,Patrick Jarvis,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03065904,Cristopher Rounds,ICT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01884778,India Estrada,IBQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A06814340,Micheal Yoon,IBQ,,Acreditado(a),TEC21,Otro Campus
A03740050,Phyliss Dumas,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A00405648,Elissa Salcedo,IBQ,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A03742307,Rayford Milton-Isaacs,LED,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05322268,Tanja Henderson,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07749151,Lucina Cassell,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A03965573,Chrystal Chambers,IRS,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A04602388,Jasmin Musser,IIT,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A05244843,Julienne Broussard-Quinones,IIT,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A05031538,Cythia Arsenault,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07030143,Cristen Dorris,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05779568,Brittny Fairchild,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09141358,Lula Sorrell,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09278714,Rosalyn Coy,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07338852,Leah Jordan,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01951222,Lupita Fonseca,IIT,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A02048780,Jaime Ahrens-Worsham,IRS,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A07434954,Karyl Langston,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A03973774,Ina Snipes,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09879173,Rosaline Horowitz,LAD,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A05888217,Micaela Uribe,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05758307,Thresa Barraza,LAD,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07342103,Santana Cutler-Ralston,IBQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03488213,Sherrie Hibbard,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05566122,Matt Neill,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04120164,Natalia Ruffin,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04572212,Bob Gant,IBQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09277286,Doretta Magee,ICT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07042182,Wilfredo Schweitzer,AMC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02629291,Georgetta Langdon,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01789901,Diego Echevarria,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09163320,Jenifer Lusk,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02885468,Pura Metzger,IBQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A00392919,Gayle Dewitt,IBQ,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A02795637,Norma Bryson,LDI,Pendiente de Calcular,Acreditado(a),TEC21,Otro Campus
A00427823,Susannah Chung,LDI,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05011409,Johnson Troy,LRI,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A08752260,Karol Woodcock,IDS,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09329512,Carlene Furman,ICT,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A06866363,Sofia Washington,LC,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A03437633,Cesar Roney,IM,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A02895534,Else Speed,LC,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A05871099,Lucio Flagg,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05249234,Pinkie Hubert,IC,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01825882,Lorina Lugo,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02865508,Rolando Bradford,CIS,,Acreditado(a),TEC21,Otro Campus
A02037106,Cordell Maupin,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07437261,Ashlea Brannon,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A06996755,Rachel Gaskin,ARQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A00241217,Kenton Gooden,ICT,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A08287429,Bonita Putnam,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08876930,Lynda Lemaster,IBQ,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A02454230,Ima Fraser,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05700823,Linnea Simmons,ICT,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A08850031,Gigi Dodds,CIS,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02254837,Shea Mejia,AMC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08942039,Samatha Christmas,IBQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01736009,Katia Lavigne,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01670185,Rodrigo Cranford,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07841620,Philip Davison,NEG,,Acreditado(a),TEC21,Otro Campus
A02135029,Su Youngblood,IBQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08551045,Loreta Trinidad,AMC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05736290,Meg Barnes,IBQ,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A09975007,Juliette Ashmore,LDI,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09421458,Bethann Michaels,CPF,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A01499760,Sharie Warden,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05596600,Tina Hartman,ARQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01005675,Kena Cathey-Worden,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04246735,Kym Delgadillo,ESC,,Acreditado(a),TEC21,Otro Campus
A09195667,Roland Lachance,ARQ,Pendiente de Calcular,Acreditado(a),TEC21,Otro Campus
A08003332,Dexter Knudson,LTM,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A03872350,Rashad Slade,LDI,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02856242,Lourdes Brenner,ARQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09954616,Cassy Arreola,ARQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01941087,Wai Tuck,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08452533,Cassey Gee-Nadeau,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03926050,Anika Conn,ICI,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09979348,Lindsy Torrence,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05497919,Trang Canales,IC,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00940526,Diedra Wertz,CIS,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09514757,Chana Mcdonnell,LAD,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05646276,Margarita Marshall,IIT,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A02081573,Ila Sherrod,ARQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03443838,Latrice Lai,IIT,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A07042728,Hortensia Ratcliff,LDI,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07835004,Susann Li,LAD,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A03843571,Corina Cota,IRS,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A08058495,Shemeka Gomez,LC,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A05438580,Verline Jenson,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04084519,Isis Atwell,CIS,,Acreditado(a),TEC21,Otro Campus
A06052587,Art Rey,ESC,,Acreditado(a),TEC21,Otro Campus
